path,url,depth,direct_files,direct_bytes,direct_bytes_human,recursive_files,recursive_bytes,recursive_bytes_human,recursive_dirs,subdir_count,external_refs
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPILGRIMCCF036A/songs/pilgrim,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPILGRIMCCF036A/songs/pilgrim/,10,7,35544441,33.90 MiB,7,35544441,33.90 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPODALIVCCF0494/songs/alivepod,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPODALIVCCF0494/songs/alivepod/,10,7,24899124,23.75 MiB,7,24899124,23.75 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPOINTOFCCF034B/songs/pointofknowreturn,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPOINTOFCCF034B/songs/pointofknowreturn/,10,7,21971034,20.95 MiB,7,21971034,20.95 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPOISONWCCF03E9/songs/poisonwasthecure,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPOISONWCCF03E9/songs/poisonwasthecure/,10,7,24147339,23.03 MiB,7,24147339,23.03 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPOISONXCCF025C/songs/poison,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPOISONXCCF025C/songs/poison/,10,7,34631849,33.03 MiB,7,34631849,33.03 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPOKERCACCF0421/songs/pokerfacecartman,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPOKERCACCF0421/songs/pokerfacecartman/,10,7,36768548,35.07 MiB,7,36768548,35.07 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPOKERFACCF0424/songs/pokerface,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPOKERFACCF0424/songs/pokerface/,10,7,40295498,38.43 MiB,7,40295498,38.43 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPOLICETCCF016B/songs/policetruck,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPOLICETCCF016B/songs/policetruck/,10,7,21625953,20.62 MiB,7,21625953,20.62 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPOLLYXXCCF0142/songs/polly,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPOLLYXXCCF0142/songs/polly/,10,7,11293722,10.77 MiB,7,11293722,10.77 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPORCHXXCCF020F/songs/porch,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPORCHXXCCF020F/songs/porch/,10,7,25941755,24.74 MiB,7,25941755,24.74 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPORKANDCCF02CD/songs/porkandbeans,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPORKANDCCF02CD/songs/porkandbeans/,10,7,22102384,21.08 MiB,7,22102384,21.08 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPOWERSLCCF026F/songs/powerslave,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPOWERSLCCF026F/songs/powerslave/,10,7,43402687,41.39 MiB,7,43402687,41.39 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPRAYEROCCF02BD/songs/prayeroftherefugee,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPRAYEROCCF02BD/songs/prayeroftherefugee/,10,7,24452783,23.32 MiB,7,24452783,23.32 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPRECIOUCCF01C6/songs/precious,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPRECIOUCCF01C6/songs/precious/,10,7,25433551,24.26 MiB,7,25433551,24.26 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPREQUELTOT0295/songs/prequeltothesequel,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPREQUELTOT0295/songs/prequeltothesequel/,10,7,42480527,40.51 MiB,7,42480527,40.51 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPRETTYFCCF00FB/songs/prettyflyforawhiteguy,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPRETTYFCCF00FB/songs/prettyflyforawhiteguy/,10,7,24457571,23.32 MiB,7,24457571,23.32 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPRETTYICCF0150/songs/prettyinpink,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPRETTYICCF0150/songs/prettyinpink/,10,7,28339772,27.03 MiB,7,28339772,27.03 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPRETTYNCCF0174/songs/prettynoose,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPRETTYNCCF0174/songs/prettynoose/,10,7,28796557,27.46 MiB,7,28796557,27.46 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPRIDEJOCCF01F7/songs/prideandjoy,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPRIDEJOCCF01F7/songs/prideandjoy/,10,7,21854266,20.84 MiB,7,21854266,20.84 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPROMISECCF00B6/songs/promisedland,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPROMISECCF00B6/songs/promisedland/,10,6,28722749,27.39 MiB,6,28722749,27.39 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPROPHECCCF02B2/songs/prophecylive,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPROPHECCCF02B2/songs/prophecylive/,10,7,40118947,38.26 MiB,7,40118947,38.26 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPROSTITCCF01CF/songs/prostitute,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPROSTITCCF01CF/songs/prostitute/,10,7,50281362,47.95 MiB,7,50281362,47.95 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPROUDMACCF04B6/songs/proudmary2,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPROUDMACCF04B6/songs/proudmary2/,10,7,17167243,16.37 MiB,7,17167243,16.37 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPSYCHOSCCF03AA/songs/psychosocial,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPSYCHOSCCF03AA/songs/psychosocial/,10,7,39726653,37.89 MiB,7,39726653,37.89 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPULLING1BC5800/songs/pullingteeth,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPULLING1BC5800/songs/pullingteeth/,10,7,15587985,14.87 MiB,7,15587985,14.87 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPURPLEHFFF004C/songs/purplehaze,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPURPLEHFFF004C/songs/purplehaze/,10,7,17566467,16.75 MiB,7,17566467,16.75 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPUSHITXCCF012B/songs/pushit,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPUSHITXCCF012B/songs/pushit/,10,7,23017846,21.95 MiB,7,23017846,21.95 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBQUEENBICCF0014/songs/queenbitch,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBQUEENBICCF0014/songs/queenbitch/,10,6,24561718,23.42 MiB,6,24561718,23.42 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBRADIOFRFFF0042/songs/radiofreeeurope,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBRADIOFRFFF0042/songs/radiofreeeurope/,10,7,31858038,30.38 MiB,7,31858038,30.38 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBRADIORACCF0247/songs/radioradio,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBRADIORACCF0247/songs/radioradio/,10,7,25155488,23.99 MiB,7,25155488,23.99 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBRAINISA53AB800/songs/rainisagoodthing2,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBRAINISA53AB800/songs/rainisagoodthing2/,10,7,23827886,22.72 MiB,7,23827886,22.72 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBRAPIDFICCF0479/songs/rapidfirelive,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBRAPIDFICCF0479/songs/rapidfirelive/,10,7,33150239,31.61 MiB,7,33150239,31.61 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBRAPTURECCF04DD/songs/rapture,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBRAPTURECCF04DD/songs/rapture/,10,7,46249728,44.11 MiB,7,46249728,44.11 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBRATTLESCCF013C/songs/rattlesnakeshake,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBRATTLESCCF013C/songs/rattlesnakeshake/,10,7,26849656,25.61 MiB,7,26849656,25.61 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBREADYSECCF0182/songs/readysetgo,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBREADYSECCF0182/songs/readysetgo/,10,7,21269848,20.28 MiB,7,21269848,20.28 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBREALGOOCCF00C3/songs/realgoodlooking,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBREALGOOCCF00C3/songs/realgoodlooking/,10,7,29013653,27.67 MiB,7,29013653,27.67 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBREALWILDCH1924/songs/realwildchild,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBREALWILDCH1924/songs/realwildchild/,10,7,19438225,18.54 MiB,7,19438225,18.54 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBREALWORCCF0183/songs/realworld,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBREALWORCCF0183/songs/realworld/,10,7,21126179,20.15 MiB,7,21126179,20.15 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBREBELYECCF02F8/songs/rebelyell,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBREBELYECCF02F8/songs/rebelyell/,10,7,44246878,42.20 MiB,7,44246878,42.20 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBREBOUNDCCF04F6/songs/rebound,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBREBOUNDCCF04F6/songs/rebound/,10,7,17881785,17.05 MiB,7,17881785,17.05 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBREDBARCCCF00F0/songs/redbarchetta,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBREDBARCCCF00F0/songs/redbarchetta/,10,7,36949153,35.24 MiB,7,36949153,35.24 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBREDDEVICCF0179/songs/reddevil,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBREDDEVICCF0179/songs/reddevil/,10,7,35313019,33.68 MiB,7,35313019,33.68 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBREDEMPTCCF0513/songs/redemptionsong,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBREDEMPTCCF0513/songs/redemptionsong/,10,7,9263541,8.83 MiB,7,9263541,8.83 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBREDTANDCCF0074/songs/redtandy,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBREDTANDCCF0074/songs/redtandy/,10,7,36600456,34.90 MiB,7,36600456,34.90 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBREEDUCACCF02BC/songs/reeducation,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBREEDUCACCF02BC/songs/reeducation/,10,7,26293716,25.08 MiB,7,26293716,25.08 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBREFUGEECCF038B/songs/refugee,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBREFUGEECCF038B/songs/refugee/,10,7,37876991,36.12 MiB,7,37876991,36.12 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBREHASHXCCF02E9/songs/rehash,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBREHASHXCCF02E9/songs/rehash/,10,7,33085731,31.55 MiB,7,33085731,31.55 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBREINVENCCF028C/songs/reinventingyourexit,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBREINVENCCF028C/songs/reinventingyourexit/,10,7,34384683,32.79 MiB,7,34384683,32.79 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBRELEASECCF020C/songs/release,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBRELEASECCF020C/songs/release/,10,7,37289728,35.56 MiB,7,37289728,35.56 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBRENEGADCCF0235/songs/renegade,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBRENEGADCCF0235/songs/renegade/,10,7,28201832,26.90 MiB,7,28201832,26.90 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBREPTILIAXX2446/songs/reptilia,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBREPTILIAXX2446/songs/reptilia/,10,7,21557874,20.56 MiB,7,21557874,20.56 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBRESCUEMCCF00D7/songs/rescueme,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBRESCUEMCCF00D7/songs/rescueme/,10,7,19621307,18.71 MiB,7,19621307,18.71 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBRESTLESF783000/songs/restlessheart,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBRESTLESF783000/songs/restlessheart/,10,7,24029380,22.92 MiB,7,24029380,22.92 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBREYOURBCCF030C/songs/reyourbrains,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBREYOURBCCF030C/songs/reyourbrains/,10,7,26794947,25.55 MiB,7,26794947,25.55 MiB,1,0,0
